FileName,EmoClass,EmoAct,EmoVal,EmoDom,SpkrID,Gender,Split_Set
Ses01M_impro03_M013,exc,2.5000,4.0000,3.0000,Unknown,M,Validation
Ses01M_impro03_M014,neu,3.0000,3.0000,3.0000,Unknown,M,Train
Ses01M_impro03_M015,exc,2.5000,3.5000,3.0000,Unknown,M,Train
Ses01M_impro03_M016,exc,4.0000,4.5000,3.5000,Unknown,M,Validation
Ses01M_impro03_M017,exc,4.0000,4.0000,3.0000,Unknown,M,Test
Ses01M_impro03_M018,neu,2.0000,3.0000,2.5000,Unknown,M,Train
Ses01M_impro03_M019,exc,3.0000,3.5000,2.5000,Unknown,M,Train
Ses01M_impro03_M020,exc,3.0000,3.5000,3.5000,Unknown,M,Test
Ses01M_impro03_M021,neu,3.0000,3.5000,3.5000,Unknown,M,Test
Ses01M_impro03_M022,exc,4.5000,3.5000,4.0000,Unknown,M,Validation
Ses01M_impro03_M023,exc,3.5000,4.5000,3.5000,Unknown,M,Test
Ses01M_impro03_M024,exc,3.0000,4.0000,3.0000,Unknown,M,Train
Ses01M_impro03_M025,xxx,2.5000,4.0000,3.0000,Unknown,M,Train
Ses01M_script03_2_F000,xxx,3.0000,4.0000,3.5000,Unknown,F,Train
Ses01M_script03_2_F001,xxx,3.0000,4.0000,3.5000,Unknown,F,Train
Ses01M_script03_2_F002,xxx,2.5000,4.0000,4.0000,Unknown,F,Validation
Ses01M_script03_2_F003,sur,4.5000,4.5000,4.5000,Unknown,F,Train
Ses01M_script03_2_F004,xxx,3.5000,2.0000,4.0000,Unknown,F,Test
Ses01M_script03_2_F005,xxx,2.5000,2.5000,4.0000,Unknown,F,Validation
Ses01M_script03_2_F006,neu,2.0000,2.5000,3.0000,Unknown,F,Test
Ses01M_script03_2_F007,xxx,3.0000,4.0000,4.0000,Unknown,F,Train
Ses01M_script03_2_F008,xxx,3.5000,2.5000,4.5000,Unknown,F,Validation
Ses01M_script03_2_F009,xxx,3.0000,2.0000,3.5000,Unknown,F,Train
Ses01M_script03_2_F010,neu,2.5000,3.0000,3.5000,Unknown,F,Validation
Ses01M_script03_2_F011,ang,2.5000,2.0000,3.5000,Unknown,F,Test
Ses01M_script03_2_F012,xxx,4.0000,2.0000,4.5000,Unknown,F,Test
Ses01M_script03_2_F013,xxx,3.0000,1.5000,4.0000,Unknown,F,Validation
Ses01M_script03_2_F014,xxx,3.0000,2.0000,4.0000,Unknown,F,Train
Ses01M_script03_2_F015,ang,3.5000,1.5000,4.5000,Unknown,F,Train
Ses01M_script03_2_F016,xxx,3.0000,2.5000,4.0000,Unknown,F,Train
Ses01M_script03_2_F017,ang,3.5000,3.0000,4.0000,Unknown,F,Train
Ses01M_script03_2_F018,xxx,2.5000,2.5000,3.5000,Unknown,F,Validation
Ses01M_script03_2_F019,xxx,3.0000,2.0000,4.0000,Unknown,F,Test
Ses01M_script03_2_F020,xxx,3.5000,2.0000,4.5000,Unknown,F,Train
Ses01M_script03_2_F021,xxx,3.0000,2.0000,4.5000,Unknown,F,Validation
Ses01M_script03_2_F022,ang,3.0000,1.5000,4.0000,Unknown,F,Test
Ses01M_script03_2_F023,ang,4.5000,1.5000,5.0000,Unknown,F,Train
Ses01M_script03_2_F024,ang,4.0000,2.0000,4.0000,Unknown,F,Validation
Ses01M_script03_2_F025,ang,3.0000,1.5000,4.0000,Unknown,F,Train
Ses01M_script03_2_F026,ang,3.5000,1.5000,4.5000,Unknown,F,Train
Ses01M_script03_2_F027,ang,2.5000,1.5000,4.5000,Unknown,F,Train
Ses01M_script03_2_F028,ang,4.0000,4.0000,4.5000,Unknown,F,Test
Ses01M_script03_2_F029,ang,3.5000,2.0000,4.5000,Unknown,F,Train
Ses01M_script03_2_F030,ang,3.5000,1.5000,4.5000,Unknown,F,Train
Ses01M_script03_2_F031,ang,2.5000,2.5000,3.5000,Unknown,F,Train
Ses01M_script03_2_F032,xxx,3.5000,2.5000,3.0000,Unknown,F,Test
Ses01M_script03_2_F033,ang,4.0000,3.0000,4.0000,Unknown,F,Train
Ses01M_script03_2_F034,ang,3.5000,2.0000,3.5000,Unknown,F,Train
Ses01M_script03_2_F035,ang,4.0000,2.5000,4.5000,Unknown,F,Train
Ses01M_script03_2_F036,ang,3.0000,2.5000,4.0000,Unknown,F,Train
Ses01M_script03_2_F037,ang,4.0000,2.0000,4.0000,Unknown,F,Train
Ses01M_script03_2_F038,ang,4.5000,1.5000,4.5000,Unknown,F,Test
Ses01M_script03_2_F039,ang,4.5000,1.0000,5.0000,Unknown,F,Test
Ses01M_script03_2_F040,ang,3.5000,1.0000,4.5000,Unknown,F,Train
Ses01M_script03_2_F041,ang,5.0000,1.0000,5.0000,Unknown,F,Train
Ses01M_script03_2_M000,xxx,3.5000,4.0000,2.5000,Unknown,M,Train
Ses01M_script03_2_M001,xxx,3.0000,3.5000,3.0000,Unknown,M,Test
Ses01M_script03_2_M002,xxx,2.5000,3.5000,2.5000,Unknown,M,Train
Ses01M_script03_2_M003,xxx,3.0000,2.5000,4.0000,Unknown,M,Train
Ses01M_script03_2_M004,xxx,2.5000,2.5000,4.5000,Unknown,M,Test
Ses01M_script03_2_M005,xxx,3.5000,2.0000,4.0000,Unknown,M,Test
Ses01M_script03_2_M006,xxx,3.5000,2.0000,4.5000,Unknown,M,Test
Ses01M_script03_2_M007,xxx,3.5000,2.0000,4.0000,Unknown,M,Train
Ses01M_script03_2_M008,xxx,3.5000,2.0000,2.5000,Unknown,M,Train
Ses01M_script03_2_M009,xxx,3.0000,2.0000,3.5000,Unknown,M,Validation
Ses01M_script03_2_M010,xxx,2.0000,2.0000,3.0000,Unknown,M,Train
Ses01M_script03_2_M011,xxx,3.0000,3.0000,3.5000,Unknown,M,Validation
Ses01M_script03_2_M012,neu,3.0000,3.0000,3.5000,Unknown,M,Test
Ses01M_script03_2_M013,neu,3.0000,3.0000,3.5000,Unknown,M,Test
Ses01M_script03_2_M014,xxx,3.5000,2.0000,4.0000,Unknown,M,Test
Ses01M_script03_2_M015,xxx,3.5000,2.5000,4.5000,Unknown,M,Test
Ses01M_script03_2_M016,fru,3.0000,2.5000,4.0000,Unknown,M,Train
Ses01M_script03_2_M017,fru,3.5000,2.0000,2.5000,Unknown,M,Validation
Ses01M_script03_2_M018,neu,3.5000,3.0000,3.0000,Unknown,M,Validation
Ses01M_script03_2_M019,xxx,2.0000,2.5000,3.0000,Unknown,M,Train
Ses01M_script03_2_M020,xxx,2.5000,2.5000,3.0000,Unknown,M,Train
Ses01M_script03_2_M021,xxx,3.0000,3.0000,3.0000,Unknown,M,Train
Ses01M_script03_2_M022,ang,3.5000,2.0000,4.5000,Unknown,M,Train
Ses01M_script03_2_M023,ang,4.5000,2.0000,4.5000,Unknown,M,Train
Ses01M_script03_2_M024,ang,4.0000,2.0000,4.5000,Unknown,M,Train
Ses01M_script03_2_M025,ang,3.0000,2.0000,4.5000,Unknown,M,Train
Ses01M_script03_2_M026,ang,4.0000,2.0000,4.5000,Unknown,M,Train
Ses01M_script03_2_M027,ang,3.5000,1.5000,5.0000,Unknown,M,Train
Ses01M_script03_2_M028,ang,4.0000,1.0000,4.5000,Unknown,M,Train
Ses01M_script03_2_M029,ang,4.5000,1.0000,5.0000,Unknown,M,Train
Ses01M_script03_2_M030,ang,3.5000,2.0000,4.5000,Unknown,M,Train
Ses01M_script03_2_M031,ang,4.5000,2.0000,4.5000,Unknown,M,Train
Ses01M_script03_2_M032,ang,3.0000,2.5000,3.5000,Unknown,M,Train
Ses01M_script03_2_M033,ang,3.5000,2.0000,4.5000,Unknown,M,Test
Ses01M_script03_2_M034,ang,2.5000,2.0000,3.0000,Unknown,M,Train
Ses01M_script03_2_M035,ang,3.5000,3.0000,3.0000,Unknown,M,Test
Ses01M_script03_2_M036,ang,3.0000,2.0000,3.5000,Unknown,M,Validation
Ses01M_script03_2_M037,ang,3.0000,2.0000,4.5000,Unknown,M,Train
Ses01M_script03_2_M038,ang,4.0000,1.5000,4.5000,Unknown,M,Train
Ses01M_script03_2_M039,ang,3.5000,3.0000,3.5000,Unknown,M,Train
Ses01M_script03_2_M040,ang,4.5000,1.0000,4.5000,Unknown,M,Validation
Ses01M_script03_2_M041,ang,2.5000,2.0000,4.0000,Unknown,M,Test
Ses01M_script03_2_M042,ang,2.5000,2.0000,3.5000,Unknown,M,Validation
Ses01M_script03_2_M043,ang,5.0000,1.0000,5.0000,Unknown,M,Validation
Ses01F_impro02_F000,sad,2.0000,2.5000,1.5000,Unknown,F,Train
Ses01F_impro02_F001,sad,1.5000,2.0000,1.5000,Unknown,F,Validation
Ses01F_impro02_F002,sad,1.5000,2.0000,1.5000,Unknown,F,Train
Ses01F_impro02_F003,neu,2.0000,2.0000,2.0000,Unknown,F,Test
Ses01F_impro02_F004,sad,2.0000,2.5000,2.5000,Unknown,F,Train
Ses01F_impro02_F005,sad,2.0000,2.0000,2.5000,Unknown,F,Train
Ses01F_impro02_F006,neu,2.5000,2.5000,2.5000,Unknown,F,Train
Ses01F_impro02_F007,xxx,3.5000,2.0000,3.0000,Unknown,F,Validation
Ses01F_impro02_F008,sad,2.0000,1.5000,1.5000,Unknown,F,Train
Ses01F_impro02_F009,xxx,1.5000,1.5000,2.0000,Unknown,F,Train
Ses01F_impro02_F010,sad,1.5000,2.0000,2.0000,Unknown,F,Train
Ses01F_impro02_F011,xxx,2.5000,2.5000,2.5000,Unknown,F,Test
Ses01F_impro02_F012,sad,2.0000,3.5000,1.5000,Unknown,F,Test
Ses01F_impro02_F013,sad,2.0000,1.5000,2.0000,Unknown,F,Train
Ses01F_impro02_F014,sad,2.0000,1.5000,2.0000,Unknown,F,Train
Ses01F_impro02_F015,sad,2.5000,2.0000,2.5000,Unknown,F,Train
Ses01F_impro02_F016,neu,1.0000,2.0000,2.5000,Unknown,F,Test
Ses01F_impro02_F017,sad,3.0000,3.5000,2.5000,Unknown,F,Train
Ses01F_impro02_F018,neu,2.5000,2.5000,2.5000,Unknown,F,Train
Ses01F_impro02_F019,sad,1.5000,2.5000,2.0000,Unknown,F,Train
Ses01F_impro02_F020,sad,2.0000,4.0000,2.5000,Unknown,F,Validation
Ses01F_impro02_M000,xxx,2.5000,2.0000,2.5000,Unknown,M,Validation
Ses01F_impro02_M001,sad,2.5000,2.0000,2.5000,Unknown,M,Train
Ses01F_impro02_M002,xxx,3.0000,2.5000,2.5000,Unknown,M,Test
Ses01F_impro02_M003,fru,3.0000,2.0000,3.0000,Unknown,M,Train
Ses01F_impro02_M004,xxx,3.0000,2.0000,2.0000,Unknown,M,Train
Ses01F_impro02_M005,sad,3.0000,2.0000,1.5000,Unknown,M,Train
Ses01F_impro02_M006,xxx,3.0000,2.0000,1.5000,Unknown,M,Train
Ses01F_impro02_M007,xxx,3.0000,2.0000,2.5000,Unknown,M,Train
Ses01F_impro02_M008,fru,1.5000,2.5000,2.0000,Unknown,M,Train
Ses01F_impro02_M009,sad,1.5000,2.0000,2.5000,Unknown,M,Test
Ses01F_impro02_M010,sad,2.0000,2.0000,1.5000,Unknown,M,Validation
Ses01F_impro02_M011,sad,1.5000,2.5000,2.5000,Unknown,M,Train
Ses01F_impro02_M012,neu,2.0000,2.5000,2.0000,Unknown,M,Train
Ses01F_impro02_M013,sad,2.0000,1.5000,2.0000,Unknown,M,Train
Ses01F_impro02_M014,sad,3.0000,1.5000,1.5000,Unknown,M,Train
Ses01F_impro02_M015,neu,3.0000,3.0000,1.5000,Unknown,M,Validation
Ses01F_impro02_M016,fru,1.5000,2.0000,2.5000,Unknown,M,Train
Ses01M_impro06_F000,neu,2.5000,3.0000,2.0000,Unknown,F,Validation
Ses01M_impro06_F001,neu,2.0000,3.0000,2.5000,Unknown,F,Validation
Ses01M_impro06_F002,neu,2.0000,3.0000,2.5000,Unknown,F,Train
Ses01M_impro06_F003,sad,2.0000,2.5000,2.5000,Unknown,F,Validation
Ses01M_impro06_F004,sad,2.0000,2.5000,2.0000,Unknown,F,Train
Ses01M_impro06_F005,sad,2.0000,2.5000,3.5000,Unknown,F,Test
Ses01M_impro06_F006,sad,2.0000,3.0000,2.5000,Unknown,F,Validation
Ses01M_impro06_F007,neu,2.0000,3.0000,3.0000,Unknown,F,Train
Ses01M_impro06_F008,neu,2.0000,2.5000,2.5000,Unknown,F,Train
Ses01M_impro06_F009,neu,3.0000,2.5000,3.0000,Unknown,F,Validation
Ses01M_impro06_F010,neu,3.0000,2.5000,3.0000,Unknown,F,Train
Ses01M_impro06_F011,neu,2.0000,2.5000,2.5000,Unknown,F,Train
Ses01M_impro06_F012,neu,2.5000,2.5000,2.5000,Unknown,F,Train
Ses01M_impro06_F013,neu,3.0000,2.5000,3.0000,Unknown,F,Train
Ses01M_impro06_F014,neu,2.5000,3.0000,2.5000,Unknown,F,Validation
Ses01M_impro06_F015,neu,2.5000,3.0000,2.5000,Unknown,F,Train
Ses01M_impro06_F016,neu,2.0000,3.0000,2.5000,Unknown,F,Validation
Ses01M_impro06_F017,neu,3.0000,2.5000,3.0000,Unknown,F,Train
Ses01M_impro06_F018,neu,3.0000,2.5000,3.0000,Unknown,F,Validation
Ses01M_impro06_F019,neu,2.5000,3.0000,3.0000,Unknown,F,Validation
Ses01M_impro06_F020,neu,2.5000,2.5000,3.5000,Unknown,F,Train
Ses01M_impro06_F021,neu,2.0000,2.5000,2.5000,Unknown,F,Train
Ses01M_impro06_F022,neu,2.0000,2.5000,2.5000,Unknown,F,Train
Ses01M_impro06_F023,neu,2.0000,3.0000,2.5000,Unknown,F,Train
Ses01M_impro06_F024,neu,2.0000,3.0000,3.0000,Unknown,F,Train
Ses01M_impro06_F025,neu,2.0000,2.5000,2.5000,Unknown,F,Train
Ses01M_impro06_F026,neu,3.0000,3.0000,3.0000,Unknown,F,Train
Ses01M_impro06_F027,neu,2.0000,3.0000,2.5000,Unknown,F,Test
Ses01M_impro06_F028,neu,2.0000,3.0000,2.5000,Unknown,F,Test
Ses01M_impro06_M000,sad,2.5000,3.0000,2.0000,Unknown,M,Train
Ses01M_impro06_M001,sad,2.0000,3.0000,3.0000,Unknown,M,Test
Ses01M_impro06_M002,sad,2.0000,2.5000,2.0000,Unknown,M,Validation
Ses01M_impro06_M003,sad,2.5000,2.5000,2.5000,Unknown,M,Validation
Ses01M_impro06_M004,sad,3.0000,2.0000,3.5000,Unknown,M,Validation
Ses01M_impro06_M005,sad,2.5000,2.0000,3.0000,Unknown,M,Train
Ses01M_impro06_M006,sad,2.5000,1.5000,3.5000,Unknown,M,Train
Ses01M_impro06_M007,sad,2.0000,2.0000,2.5000,Unknown,M,Train
Ses01M_impro06_M008,sad,2.0000,2.0000,3.0000,Unknown,M,Test
Ses01M_impro06_M009,sad,2.5000,1.5000,2.5000,Unknown,M,Train
Ses01M_impro06_M010,sad,3.0000,1.5000,3.0000,Unknown,M,Test
Ses01M_impro06_M011,sad,2.5000,2.0000,3.0000,Unknown,M,Train
Ses01M_impro06_M012,sad,2.0000,3.0000,2.5000,Unknown,M,Train
Ses01M_impro06_M013,sad,3.0000,2.5000,3.0000,Unknown,M,Test
Ses01M_impro06_M014,sad,3.0000,2.5000,3.5000,Unknown,M,Train
Ses01M_impro06_M015,sad,3.0000,2.5000,3.0000,Unknown,M,Train
Ses01M_impro06_M016,sad,2.5000,2.5000,3.0000,Unknown,M,Test
Ses01M_impro06_M017,sad,3.0000,1.5000,4.5000,Unknown,M,Train
Ses01M_impro06_M018,sad,2.0000,2.5000,3.0000,Unknown,M,Validation
Ses01M_impro06_M019,sad,2.5000,2.0000,3.0000,Unknown,M,Train
Ses01M_impro06_M020,sad,2.5000,3.0000,2.0000,Unknown,M,Train
Ses01M_impro06_M021,sad,2.0000,2.0000,3.5000,Unknown,M,Test
Ses01M_impro06_M022,sad,2.0000,2.5000,3.0000,Unknown,M,Train
Ses01M_impro06_M023,sad,2.0000,2.5000,3.5000,Unknown,M,Validation
Ses01M_impro06_M024,sad,3.0000,1.5000,3.5000,Unknown,M,Train
Ses01M_impro06_M025,sad,2.0000,3.0000,2.5000,Unknown,M,Train
Ses01M_impro06_M026,sad,3.0000,2.5000,3.5000,Unknown,M,Train
Ses01M_impro06_M027,sad,2.0000,2.5000,2.5000,Unknown,M,Test
Ses01M_impro06_M028,sad,2.5000,3.5000,4.0000,Unknown,M,Validation
Ses01M_impro06_M029,sad,2.5000,2.0000,3.0000,Unknown,M,Train
Ses01M_impro06_M030,sad,3.0000,1.5000,4.5000,Unknown,M,Validation
Ses01F_script01_1_F000,fru,2.3333,2.0000,2.3333,Unknown,F,Validation
Ses01F_script01_1_F001,xxx,2.3333,2.0000,1.6667,Unknown,F,Train
Ses01F_script01_1_F002,sur,2.3333,2.3333,2.6667,Unknown,F,Train
Ses01F_script01_1_F003,xxx,3.0000,3.0000,2.6667,Unknown,F,Test
Ses01F_script01_1_F004,xxx,2.0000,2.0000,2.0000,Unknown,F,Train
Ses01F_script01_1_F005,neu,1.6667,2.0000,2.0000,Unknown,F,Train
Ses01F_script01_1_F006,xxx,2.3333,1.6667,3.3333,Unknown,F,Train
Ses01F_script01_1_F007,xxx,3.6667,2.6667,3.6667,Unknown,F,Train
Ses01F_script01_1_F008,xxx,2.3333,2.0000,2.6667,Unknown,F,Validation
Ses01F_script01_1_F009,fru,2.6667,2.6667,3.6667,Unknown,F,Train
Ses01F_script01_1_F010,fru,2.6667,2.6667,3.0000,Unknown,F,Train
Ses01F_script01_1_F011,fru,3.3333,2.3333,3.6667,Unknown,F,Train
Ses01F_script01_1_F012,fru,3.0000,2.3333,4.0000,Unknown,F,Train
Ses01F_script01_1_F013,xxx,4.3333,2.3333,3.6667,Unknown,F,Train
Ses01F_script01_1_F014,fru,1.6667,2.6667,2.3333,Unknown,F,Train
Ses01F_script01_1_F015,neu,2.3333,3.0000,3.0000,Unknown,F,Train
Ses01F_script01_1_F016,xxx,2.6667,2.6667,3.0000,Unknown,F,Train
Ses01F_script01_1_F017,xxx,3.0000,2.0000,3.6667,Unknown,F,Train
Ses01F_script01_1_F018,xxx,2.6667,2.6667,2.3333,Unknown,F,Train
Ses01F_script01_1_F019,xxx,2.6667,3.0000,2.3333,Unknown,F,Validation
Ses01F_script01_1_F020,xxx,4.0000,2.3333,4.3333,Unknown,F,Test
Ses01F_script01_1_F021,fru,4.0000,2.3333,4.0000,Unknown,F,Test
Ses01F_script01_1_F022,fru,3.3333,2.3333,2.3333,Unknown,F,Train
Ses01F_script01_1_F023,fru,2.6667,3.3333,2.3333,Unknown,F,Test
Ses01F_script01_1_F024,fru,2.6667,2.6667,2.6667,Unknown,F,Train
Ses01F_script01_1_F025,fru,3.3333,2.6667,3.6667,Unknown,F,Train
Ses01F_script01_1_F026,fru,2.6667,2.6667,3.0000,Unknown,F,Train
Ses01F_script01_1_F027,fru,2.3333,2.3333,2.3333,Unknown,F,Train
Ses01F_script01_1_F028,fru,2.0000,2.3333,2.3333,Unknown,F,Train
Ses01F_script01_1_F029,fru,3.6667,2.3333,3.6667,Unknown,F,Train
Ses01F_script01_1_F030,fru,2.0000,2.6667,1.6667,Unknown,F,Train
Ses01F_script01_1_F031,fru,2.3333,2.3333,1.6667,Unknown,F,Train
Ses01F_script01_1_F032,fru,2.0000,2.0000,2.6667,Unknown,F,Train
Ses01F_script01_1_F033,fru,2.6667,2.6667,3.3333,Unknown,F,Train
Ses01F_script01_1_F034,neu,2.6667,2.3333,2.3333,Unknown,F,Train
Ses01F_script01_1_F035,ang,3.6667,1.6667,4.0000,Unknown,F,Train
Ses01F_script01_1_F036,xxx,4.0000,3.0000,3.6667,Unknown,F,Train
Ses01F_script01_1_F037,ang,4.3333,1.3333,4.3333,Unknown,F,Test
Ses01F_script01_1_F038,ang,3.6667,2.0000,3.6667,Unknown,F,Train
Ses01F_script01_1_F039,fru,3.0000,2.3333,3.6667,Unknown,F,Train
Ses01F_script01_1_F040,fru,2.6667,2.3333,4.0000,Unknown,F,Test
Ses01F_script01_1_F041,ang,4.6667,1.6667,4.3333,Unknown,F,Train
Ses01F_script01_1_F042,ang,4.0000,2.0000,3.6667,Unknown,F,Test
Ses01F_script01_1_F043,fru,2.3333,2.3333,2.0000,Unknown,F,Train
Ses01F_script01_1_F044,fru,1.3333,2.3333,1.3333,Unknown,F,Train
Ses01F_script01_1_M000,neu,1.6667,3.0000,2.3333,Unknown,M,Test
Ses01F_script01_1_M001,neu,2.0000,3.0000,2.3333,Unknown,M,Test
Ses01F_script01_1_M002,neu,3.0000,2.6667,2.3333,Unknown,M,Validation
Ses01F_script01_1_M003,neu,2.0000,3.0000,2.0000,Unknown,M,Train
Ses01F_script01_1_M004,neu,2.0000,3.0000,2.0000,Unknown,M,Train
Ses01F_script01_1_M005,fru,2.6667,2.6667,2.3333,Unknown,M,Train
Ses01F_script01_1_M006,xxx,2.6667,2.6667,2.6667,Unknown,M,Train
Ses01F_script01_1_M007,neu,3.0000,2.6667,3.0000,Unknown,M,Validation
Ses01F_script01_1_M008,fru,2.6667,2.3333,3.0000,Unknown,M,Train
Ses01F_script01_1_M009,fru,3.6667,2.3333,3.6667,Unknown,M,Train
Ses01F_script01_1_M010,neu,3.3333,3.0000,3.6667,Unknown,M,Test
Ses01F_script01_1_M011,fru,2.3333,2.3333,3.3333,Unknown,M,Test
Ses01F_script01_1_M012,neu,1.3333,3.0000,2.0000,Unknown,M,Validation
Ses01F_script01_1_M013,fru,2.3333,3.0000,2.3333,Unknown,M,Validation
Ses01F_script01_1_M014,neu,1.6667,3.0000,2.3333,Unknown,M,Train
Ses01F_script01_1_M015,neu,1.6667,3.0000,2.6667,Unknown,M,Train
